Species,Light_ISF,Soil,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Time,Event,Harvest,Alive
0,0.05,5,0,2,0,0,0,17.0,0.0,-0.63,8.99,9.6,24.5,1,1,2
1,0.055,3,0,0,1,1,1,27.0,4.17,4.49,23.93,15.94,24.5,1,1,2
2,0.05,6,0,0,1,1,1,15.0,79.17,2.57,25.94,11.55,24.5,1,1,2
2,0.09,1,0,2,1,1,1,15.59,25.77,3.57,25.7,14.68,115.5,1,0,1
2,0.055,5,0,0,1,0,1,15.0,28.07,2.6,25.01,11.84,24.5,1,1,2
3,0.055,2,0,0,0,0,0,11.36,0.0,0.07,3.86,7.11,24.5,1,1,2
2,0.055,3,0,0,1,1,1,10.0,45.28,2.67,27.47,12.36,24.5,1,1,2
0,0.05,4,1,1,0,2,1,1.47,0.0,-0.52,8.84,10.24,24.5,1,1,2
3,0.055,5,0,0,0,0,0,22.0,0.0,0.61,6.69,10.15,24.5,1,1,2
0,0.05,4,1,1,0,2,1,6.16,0.0,-0.48,9.08,9.54,24.5,0,0,0
1,0.055,0,0,0,1,0,1,15.0,25.0,3.52,19.0,19.34,24.5,1,1,2
2,0.092,4,1,1,1,2,1,8.75,6.7,3.52,24.16,15.82,73.5,0,0,0
1,0.055,2,0,0,1,0,1,22.0,57.14,4.1,18.95,23.2,24.5,1,1,2
3,0.055,6,0,0,0,1,0,24.37,0.0,0.58,4.72,7.13,24.5,0,0,0
0,0.09,5,0,2,0,0,0,17.85,0.0,0.44,13.57,12.42,63.0,0,0,0
3,0.05,4,1,1,0,2,0,14.47,0.0,0.13,5.01,7.98,24.5,0,0,0
0,0.092,1,0,0,0,1,0,14.46,0.0,0.19,14.11,12.06,59.5,0,0,0
1,0.092,5,0,0,1,0,1,18.61,25.3,5.04,18.68,22.25,115.5,1,0,1
1,0.05,5,0,0,1,0,1,14.0,8.33,4.58,22.16,17.39,24.5,1,1,2
2,0.092,1,0,2,1,1,1,18.78,23.16,3.6,26.16,14.71,115.5,1,0,1
1,0.05,1,0,0,1,1,1,23.0,24.24,4.72,23.23,16.67,24.5,1,1,2
3,0.09,2,0,0,0,0,0,17.37,0.0,0.32,10.68,13.67,59.5,0,0,0
0,0.09,1,0,0,0,1,0,13.67,0.0,0.16,13.84,12.14,59.5,0,0,0
0,0.09,3,0,0,0,1,0,14.78,0.0,-0.09,13.86,12.23,63.0,0,0,0
0,0.05,4,1,1,0,2,1,1.0,0.0,-0.5,11.34,13.15,24.5,1,1,2
1,0.092,0,0,0,1,0,1,14.4,32.1,4.22,19.34,20.75,115.5,1,0,1
2,0.063,6,0,0,1,1,1,35.0,18.52,2.59,26.84,6.52,24.5,1,1,2
2,0.063,1,0,2,1,1,1,13.0,22.22,2.15,26.3,11.56,24.5,1,1,2
2,0.09,5,0,0,1,0,1,22.69,46.32,3.87,26.9,14.88,115.5,1,0,1
3,0.09,0,0,2,0,0,0,22.77,0.0,0.24,10.5,14.23,59.5,0,0,0
0,0.047,0,0,0,0,0,0,39.02,0.0,-1.2,8.78,9.56,24.5,1,1,2
0,0.09,3,0,0,0,1,0,14.78,0.0,-0.09,13.86,12.23,63.0,0,0,0
3,0.09,2,0,0,0,0,0,17.37,0.0,0.32,10.68,13.67,59.5,0,0,0
3,0.047,4,1,1,0,2,0,4.0,0.0,0.05,5.02,8.09,24.5,1,1,2
0,0.092,6,0,0,0,1,0,14.83,0.0,0.04,14.27,12.7,59.5,0,0,0
2,0.092,3,0,0,1,1,1,18.33,26.65,3.69,20.51,18.7,63.0,0,0,0
2,0.09,4,1,1,1,2,1,6.67,10.07,3.49,24.56,15.11,115.5,1,0,1
1,0.09,4,1,1,1,2,1,5.11,5.51,3.34,19.09,20.12,80.5,0,0,0
1,0.063,1,0,0,1,1,0,15.0,0.0,3.13,24.77,11.41,24.5,1,1,2
2,0.092,4,1,1,1,2,1,8.75,6.7,3.52,24.16,15.82,115.5,1,0,1
2,0.047,4,1,1,1,2,1,2.0,4.35,2.96,22.69,13.91,24.5,1,1,2
2,0.09,0,0,0,1,0,1,19.83,32.76,3.35,25.51,14.76,115.5,1,0,1
2,0.063,0,0,0,1,0,0,9.0,20.34,2.53,24.67,12.41,24.5,1,1,2
1,0.09,5,0,0,1,0,1,19.81,28.92,5.05,18.8,22.31,73.5,0,0,0
1,0.09,3,0,0,1,1,1,20.7,25.38,4.99,19.1,21.97,115.5,1,0,1
1,0.09,0,0,0,1,0,1,13.88,22.49,4.13,18.7,22.4,115.5,1,0,1
1,0.047,2,0,0,1,0,1,10.0,20.83,3.98,27.83,14.93,24.5,1,1,2
3,0.09,2,0,0,0,0,0,17.37,0.0,0.32,10.68,13.67,59.5,0,0,0
0,0.09,3,0,0,0,1,0,14.78,0.0,-0.09,13.86,12.23,63.0,0,0,0
0,0.047,0,0,0,0,0,0,27.32,0.0,-0.89,9.41,9.74,24.5,0,0,0
1,0.047,2,0,0,1,0,0,25.0,36.0,4.22,20.91,18.84,24.5,1,1,2
1,0.09,3,0,0,1,1,1,20.7,25.38,4.99,19.1,21.97,115.5,1,0,1
1,0.047,3,0,0,1,1,1,26.88,14.29,4.53,18.19,20.8,24.5,1,1,2
1,0.092,3,0,0,1,1,1,20.55,26.24,4.99,19.03,22.3,115.5,1,0,1
2,0.063,6,0,0,1,1,1,12.0,27.78,3.73,19.46,19.55,24.5,1,1,2
0,0.092,5,0,2,0,0,0,15.59,0.0,0.32,13.41,12.29,63.0,0,0,0
0,0.063,1,0,0,0,1,0,12.23,0.0,-0.03,11.08,11.16,24.5,0,0,0
2,0.09,4,1,1,1,2,1,6.67,10.07,3.49,24.56,15.11,73.5,0,0,0
2,0.063,1,0,2,1,1,0,9.0,55.71,3.68,26.39,14.49,24.5,1,1,2
1,0.078,0,0,0,1,0,1,19.14,33.72,3.93,18.59,21.65,115.5,1,0,1
1,0.063,3,0,0,1,1,1,25.0,16.67,4.47,21.55,17.54,24.5,1,1,2
2,0.078,0,0,0,1,0,1,18.4,34.78,3.14,26.31,12.9,73.5,0,0,0
1,0.082,6,0,2,1,1,1,15.42,30.73,4.83,23.87,15.99,59.5,0,0,0
1,0.082,5,0,0,1,0,1,27.5,20.17,4.84,17.84,21.92,115.5,1,0,1
1,0.082,5,0,0,1,0,1,27.5,20.17,4.84,17.84,21.92,59.5,0,0,0
0,0.047,4,1,1,0,2,1,8.0,0.0,-0.55,11.62,13.3,24.5,1,1,2
1,0.063,0,0,0,1,0,1,18.85,31.55,3.72,19.34,19.67,24.5,0,0,0
2,0.078,4,1,1,1,2,1,10.62,8.66,3.02,24.76,13.06,59.5,0,0,0
3,0.063,4,1,1,0,2,0,12.27,0.0,0.32,5.28,8.42,24.5,0,0,0
2,0.082,3,0,0,1,1,1,19.2,29.08,3.72,20.64,18.29,115.5,1,0,1
2,0.063,3,0,0,1,1,1,5.0,0.0,3.61,28.46,14.13,24.5,1,1,2
1,0.047,0,0,0,1,0,1,17.0,23.53,3.19,16.8,19.13,24.5,1,1,2
1,0.047,3,0,0,1,1,1,35.0,57.14,4.3,20.14,19.52,24.5,1,1,2
1,0.063,5,0,0,1,0,1,23.0,28.26,4.68,27.28,14.71,24.5,1,1,2
2,0.063,2,0,0,1,0,1,18.0,16.67,3.3,22.96,16.03,24.5,1,1,2
2,0.047,4,1,1,1,2,1,10.34,3.62,2.48,26.38,11.04,24.5,1,1,2
1,0.082,1,0,0,1,1,1,23.53,37.65,5.01,19.39,20.67,115.5,1,0,1
0,0.06,2,0,0,0,0,0,17.77,0.0,-0.2,10.8,11.03,24.5,0,0,0
1,0.078,3,0,0,1,1,1,17.49,23.82,4.75,18.57,22.08,115.5,1,0,1
1,0.035,1,0,0,1,1,1,20.0,35.71,4.67,19.3,20.57,24.5,1,1,2
2,0.035,3,0,0,1,1,1,10.0,13.79,3.81,24.31,15.7,24.5,1,1,2
3,0.035,3,0,0,0,1,0,32.87,0.0,0.25,5.74,8.67,24.5,0,0,0
2,0.082,4,1,1,1,2,1,4.09,7.25,3.3,24.98,14.45,59.5,0,0,0
2,0.032,3,0,0,1,1,1,6.0,50.85,3.83,24.36,15.91,24.5,1,1,2
2,0.06,6,0,0,1,1,1,13.0,55.56,3.34,27.56,13.62,24.5,1,1,2
1,0.078,4,1,1,1,2,1,1.12,0.0,2.89,19.59,18.0,80.5,0,0,0
0,0.06,1,0,0,0,1,0,13.4,0.0,-0.04,10.96,10.99,24.5,0,0,0
2,0.078,5,0,0,1,0,1,21.44,47.91,3.76,26.83,14.61,66.5,0,0,0
0,0.078,4,1,1,0,2,1,7.0,0.0,-0.04,12.11,12.34,66.5,0,0,0
2,0.06,5,0,0,1,0,1,26.0,22.5,3.93,27.18,15.16,24.5,1,1,2
2,0.082,1,0,2,1,1,1,14.95,30.19,3.6,25.81,14.58,80.5,0,0,0
1,0.06,1,0,0,1,1,1,10.0,10.53,4.79,21.1,17.8,24.5,1,1,2
2,0.082,0,0,0,1,0,1,20.73,12.61,2.58,24.61,11.98,115.5,1,0,1
1,0.082,3,0,0,1,1,1,16.39,15.84,4.82,17.99,21.76,115.5,1,0,1
2,0.06,2,0,0,1,0,1,11.0,20.41,3.51,25.54,15.3,24.5,1,1,2
2,0.032,2,0,0,1,0,1,8.0,7.69,3.52,19.87,18.99,24.5,1,1,2
1,0.06,2,0,0,1,0,1,13.12,29.89,4.37,18.71,23.35,24.5,0,0,0
1,0.032,4,1,1,1,2,1,0.0,0.0,1.62,19.3,18.02,24.5,1,1,2
1,0.082,1,0,0,1,1,1,23.53,37.65,5.01,19.39,20.67,70.0,0,0,0
0,0.06,1,0,0,0,1,0,13.4,0.0,-0.04,10.96,10.99,24.5,0,0,0
0,0.06,6,0,0,0,1,0,16.9,0.0,-0.07,11.0,11.67,24.5,0,0,0
0,0.032,4,1,1,0,2,1,0.0,0.0,-0.67,8.88,10.0,24.5,1,1,2
2,0.032,2,0,0,1,0,1,12.0,20.0,3.52,20.1,18.48,24.5,1,1,2
2,0.06,0,0,0,1,0,1,34.0,10.17,2.52,29.01,9.38,24.5,1,1,2
3,0.06,3,0,0,0,1,0,80.0,0.0,0.37,5.62,8.87,24.5,1,1,2
0,0.06,4,1,1,0,2,1,4.0,0.0,-0.28,9.01,6.83,24.5,1,1,2
1,0.078,1,0,0,1,1,1,24.39,43.76,4.9,20.21,20.12,115.5,1,0,1
2,0.06,3,0,0,1,1,1,14.0,48.33,2.63,28.37,10.78,24.5,1,1,2
3,0.032,4,1,1,0,2,0,10.98,0.0,0.0,5.0,8.22,24.5,0,0,0
1,0.032,0,0,0,1,0,0,12.0,23.68,3.8,17.82,21.07,24.5,1,1,2
2,0.032,3,0,0,1,1,1,0.0,5.36,3.83,23.12,16.64,24.5,1,1,2
0,0.06,4,1,1,0,2,1,2.0,0.0,-0.45,8.04,10.02,24.5,1,1,2
0,0.078,4,1,1,0,2,1,7.0,0.0,-0.04,12.11,12.34,66.5,0,0,0
1,0.06,1,0,0,1,1,1,6.56,35.29,4.88,23.46,16.33,24.5,1,1,2
1,0.032,1,0,0,1,1,1,19.0,13.51,4.5,18.1,21.49,24.5,1,1,2
1,0.032,6,0,2,1,1,1,25.53,34.15,4.28,23.46,16.31,24.5,1,1,2
0,0.032,4,1,1,0,2,1,0.0,0.0,-0.67,7.98,10.06,24.5,1,1,2
1,0.078,0,0,0,1,0,0,19.14,33.72,3.93,18.59,21.65,115.5,1,0,1
0,0.06,4,1,1,0,2,1,5.7,0.0,-0.27,9.0,9.03,24.5,0,0,0
1,0.06,2,0,0,1,0,1,0.0,0.0,3.97,20.4,18.75,24.5,1,1,2
0,0.032,0,0,0,0,0,0,6.0,0.0,-1.12,11.31,11.47,24.5,1,1,2
1,0.082,6,0,2,1,1,1,15.42,30.73,4.83,23.87,15.99,59.5,0,0,0
0,0.082,4,1,1,0,2,1,10.58,0.0,-0.03,12.92,12.57,66.5,0,0,0
1,0.082,0,0,0,1,0,1,15.9,21.17,3.93,18.27,20.93,66.5,0,0,0
0,0.052,5,0,2,0,0,0,18.39,0.0,0.0,10.64,11.22,24.5,1,1,2
1,0.052,6,0,2,1,1,1,27.0,34.78,4.63,24.42,15.67,24.5,1,1,2
1,0.052,1,0,0,1,1,1,37.0,17.65,4.63,20.82,17.68,24.5,1,1,2
3,0.087,4,1,1,0,2,0,8.73,0.0,0.06,7.69,11.93,24.5,0,0,0
3,0.087,6,0,0,0,1,0,28.46,0.0,0.65,10.38,13.66,24.5,0,0,0
1,0.082,2,0,0,1,0,1,16.76,20.22,4.48,17.56,23.24,59.5,0,0,0
1,0.052,4,1,1,1,2,1,0.0,0.0,2.4,19.01,18.15,24.5,1,1,2
2,0.078,4,1,1,1,2,1,10.62,8.66,3.02,24.76,13.06,73.5,0,0,0
1,0.052,6,0,2,1,1,1,4.0,20.83,4.78,18.91,21.76,24.5,1,1,2
1,0.052,6,0,2,1,1,1,8.0,11.43,4.5,24.7,14.99,24.5,1,1,2
2,0.052,3,0,0,1,1,1,16.0,0.0,3.59,20.29,18.47,24.5,1,1,2
1,0.087,1,0,0,1,1,1,6.0,63.89,5.23,21.13,18.17,24.5,1,1,2
0,0.087,3,0,0,0,1,0,14.72,0.0,-0.08,13.88,12.21,24.5,0,0,0
1,0.052,5,0,0,1,0,1,17.0,30.95,4.85,19.5,20.11,24.5,1,1,2
1,0.082,5,0,0,1,0,1,27.5,20.17,4.84,17.84,21.92,59.5,0,0,0
1,0.082,1,0,0,1,1,1,23.53,37.65,5.01,19.39,20.67,77.0,0,0,0
2,0.077,1,0,2,1,1,1,17.2,30.65,3.6,25.5,14.73,24.5,0,0,0
1,0.087,1,0,0,1,1,1,40.0,32.43,5.36,19.64,20.87,24.5,1,1,2
1,0.093,3,0,0,1,1,1,16.0,64.1,5.07,24.06,16.25,24.5,1,1,2
3,0.086,1,0,0,0,1,0,58.0,0.0,1.07,8.43,11.67,24.5,1,1,2
1,0.093,6,0,2,1,1,1,7.0,25.0,5.24,22.15,17.6,24.5,1,1,2
2,0.077,5,0,0,1,0,1,12.0,35.71,3.82,26.55,14.42,24.5,1,1,2
1,0.079,6,0,2,1,1,1,15.24,30.87,4.79,24.02,16.01,115.5,1,0,1
1,0.079,3,0,0,1,1,1,16.5,20.41,4.8,18.2,21.76,59.5,0,0,0
1,0.086,5,0,0,1,0,1,17.0,52.17,5.21,18.72,22.81,24.5,1,1,2
1,0.086,3,0,0,1,1,1,7.0,17.14,4.99,17.17,22.92,24.5,1,1,2
2,0.093,4,1,1,1,2,1,53.0,34.78,3.47,22.99,16.41,24.5,1,1,2
0,0.08,3,0,0,0,1,0,15.42,0.0,-0.21,13.91,12.19,59.5,0,0,0
1,0.086,0,0,0,1,0,1,26.0,27.91,4.06,25.14,15.52,24.5,1,1,2
2,0.093,0,0,0,1,0,1,0.0,0.0,2.57,24.1,12.36,24.5,1,1,2
0,0.093,2,0,0,0,0,0,15.25,0.0,-0.12,13.57,12.18,24.5,0,0,0
2,0.086,2,0,0,1,0,1,9.0,38.71,3.42,22.97,16.4,24.5,1,1,2
1,0.08,4,1,1,1,2,1,0.88,0.0,2.95,20.48,17.7,115.5,1,0,1
0,0.086,6,0,0,0,1,0,11.81,0.0,-0.03,14.03,12.43,24.5,0,0,0
2,0.08,2,0,0,1,0,1,19.94,30.48,3.57,26.77,14.48,115.5,1,0,1
1,0.093,0,0,0,1,0,1,5.0,25.0,3.95,22.69,17.25,24.5,1,1,2
0,0.086,5,0,2,0,0,0,18.1,0.0,0.48,13.62,12.36,24.5,0,0,0
0,0.079,4,1,1,0,2,1,9.58,0.0,-0.04,12.96,12.45,66.5,0,0,0
2,0.079,0,0,0,1,0,1,18.09,31.83,3.14,26.05,12.98,115.5,1,0,1
1,0.086,0,0,0,1,0,1,7.0,75.0,4.18,18.73,25.04,24.5,1,1,2
2,0.079,0,0,0,1,0,1,18.09,31.83,3.14,26.05,12.98,115.5,1,0,1
2,0.079,2,0,0,1,0,1,22.21,27.75,3.49,26.75,13.64,115.5,1,0,1
1,0.079,3,0,0,1,1,1,16.5,20.41,4.8,18.2,21.76,115.5,1,0,1
0,0.093,6,0,0,0,1,0,21.0,0.0,0.52,14.73,13.5,24.5,1,1,2
2,0.079,0,0,0,1,0,1,18.09,31.83,3.14,26.05,12.98,115.5,1,0,1
0,0.086,3,0,0,0,1,0,15.37,0.0,-0.03,13.92,12.05,24.5,0,0,0
1,0.093,6,0,2,1,1,1,12.0,40.0,4.82,25.77,14.86,24.5,1,1,2
0,0.086,2,0,0,0,0,0,32.0,0.0,-0.21,10.49,10.73,24.5,1,1,2
1,0.06,2,0,0,1,0,1,12.0,28.85,4.42,18.47,23.18,24.5,1,1,2
2,0.06,1,0,2,1,1,1,29.0,11.67,2.35,27.88,8.31,24.5,1,1,2
3,0.053,3,0,0,0,1,0,32.0,0.0,0.44,5.3,5.41,24.5,1,1,2
2,0.08,5,0,0,1,0,1,20.81,46.97,3.8,26.87,14.65,115.5,1,0,1
2,0.06,4,1,1,1,2,1,17.0,14.71,3.35,20.12,18.52,24.5,1,1,2
1,0.06,1,0,0,1,1,1,20.0,17.39,4.71,24.36,15.99,24.5,1,1,2
1,0.053,3,0,0,1,1,1,32.0,62.5,4.69,19.2,21.57,24.5,1,1,2
1,0.053,1,0,0,1,1,1,17.0,29.79,4.72,19.1,21.84,24.5,1,1,2
1,0.08,2,0,0,1,0,1,15.95,20.2,4.48,17.42,23.36,115.5,1,0,1
2,0.079,6,0,0,1,1,1,21.06,23.63,3.76,23.34,16.57,115.5,1,0,1
2,0.079,4,1,1,1,2,1,6.64,9.1,3.16,25.0,13.1,59.5,0,0,0
1,0.08,0,0,0,1,0,1,17.08,18.25,3.85,18.1,20.73,115.5,1,0,1
2,0.06,1,0,2,1,1,1,13.0,61.11,2.64,26.39,12.6,24.5,1,1,2
1,0.079,2,0,0,1,0,1,16.37,18.96,4.45,17.08,23.19,115.5,1,0,1
0,0.06,1,0,0,0,1,0,23.0,0.0,-0.06,10.27,10.16,24.5,1,1,2
0,0.06,2,0,0,0,0,0,17.77,0.0,-0.2,10.8,11.03,24.5,0,0,0
1,0.08,0,0,0,1,0,1,17.08,18.25,3.85,18.1,20.73,115.5,1,0,1
1,0.053,4,1,1,1,2,1,6.0,0.0,2.93,22.56,15.6,24.5,1,1,2
0,0.053,1,0,0,0,1,0,14.35,0.0,-0.14,10.02,10.7,24.5,0,0,0
2,0.053,2,0,0,1,0,1,6.0,18.18,2.83,26.46,11.7,24.5,1,1,2
2,0.06,6,0,0,1,1,1,59.0,21.79,4.08,26.84,15.25,24.5,1,1,2
0,0.06,1,0,0,0,1,0,13.4,0.0,-0.04,10.96,10.99,24.5,0,0,0
2,0.053,6,0,0,1,1,1,74.0,43.94,4.13,13.05,20.99,24.5,1,1,2
1,0.079,4,1,1,1,2,1,3.12,3.41,2.88,18.94,18.48,115.5,1,0,1
2,0.06,1,0,2,1,1,1,12.0,0.0,2.35,23.37,11.91,24.5,1,1,2
0,0.053,6,0,0,0,1,0,21.0,0.0,0.06,11.9,11.62,24.5,1,1,2
3,0.053,4,1,1,0,2,0,45.0,0.0,0.26,5.26,4.86,24.5,1,1,2
0,0.06,3,0,0,0,1,0,12.84,0.0,-0.22,10.45,11.12,24.5,0,0,0
0,0.06,2,0,0,0,0,0,17.77,0.0,-0.2,10.8,11.03,24.5,0,0,0
1,0.079,4,1,1,1,2,1,3.12,3.41,2.88,18.94,18.48,80.5,0,0,0
1,0.08,1,0,0,1,1,1,24.19,42.27,4.97,20.18,20.28,115.5,1,0,1
3,0.06,4,1,1,0,2,0,14.0,0.0,0.64,6.32,10.11,24.5,1,1,2
1,0.053,4,1,1,1,2,1,3.0,0.0,3.11,24.41,14.53,24.5,1,1,2
1,0.087,5,0,0,1,0,1,10.0,24.14,5.08,19.0,22.04,24.5,1,1,2
2,0.08,1,0,2,1,1,1,18.22,6.04,2.6,25.01,11.7,59.5,0,0,0
1,0.087,3,0,0,1,1,1,50.0,36.0,5.0,18.95,22.62,24.5,1,1,2
2,0.074,5,0,0,1,0,1,27.0,87.1,4.08,28.07,15.11,24.5,1,1,2
1,0.074,6,0,2,1,1,1,25.0,51.11,4.57,19.72,20.19,24.5,1,1,2
0,0.059,5,0,2,0,0,0,5.0,0.0,-0.09,14.59,12.11,24.5,1,1,2
2,0.074,0,0,0,1,0,0,53.0,28.0,2.75,18.5,12.84,24.5,1,1,2
2,0.087,1,0,2,1,1,1,13.0,50.0,3.48,25.63,14.41,24.5,1,1,2
0,0.059,0,0,0,0,0,0,31.0,0.0,-0.64,9.02,8.47,24.5,1,1,2
3,0.074,2,0,0,0,0,0,21.81,0.0,0.31,5.07,6.89,24.5,0,0,0
1,0.074,2,0,0,1,0,1,7.0,32.0,4.59,23.83,16.21,24.5,1,1,2
0,0.08,4,1,1,0,2,1,11.42,0.0,-0.02,12.44,12.54,66.5,0,0,0
0,0.074,1,0,0,0,1,0,11.89,0.0,-0.03,10.5,11.01,24.5,0,0,0
2,0.061,3,0,0,1,1,1,16.43,25.79,3.78,20.75,18.17,115.5,1,0,1
2,0.061,0,0,0,1,0,1,17.5,18.94,2.48,24.52,12.11,115.5,1,0,1
2,0.059,1,0,2,1,1,0,10.0,29.17,2.23,28.3,9.23,24.5,1,1,2
0,0.059,5,0,2,0,0,0,15.39,0.0,-0.09,10.0,10.68,24.5,0,0,0
1,0.061,4,1,1,1,2,1,11.8,3.68,2.47,19.28,18.53,80.5,0,0,0
2,0.061,1,0,2,1,1,1,17.52,17.59,2.38,26.06,11.19,115.5,1,0,1
3,0.059,1,0,0,0,1,0,26.42,0.0,0.63,5.56,10.18,24.5,0,0,0
1,0.059,3,0,0,1,1,1,9.0,30.43,4.77,18.74,24.77,24.5,1,1,2
0,0.074,0,0,0,0,0,0,0.0,0.0,-1.02,13.39,12.32,24.5,1,1,2
2,0.059,3,0,0,1,1,1,24.0,11.11,3.97,24.11,16.05,24.5,1,1,2
2,0.061,5,0,0,1,0,1,29.94,33.73,3.92,27.32,15.07,66.5,0,0,0
3,0.061,2,0,0,0,0,0,23.28,0.0,0.29,5.16,6.68,115.5,1,0,1
2,0.059,5,0,0,1,0,1,8.0,8.99,2.54,27.74,10.08,24.5,1,1,2
2,0.059,3,0,0,1,1,1,17.0,42.86,2.73,27.95,10.93,24.5,1,1,2
2,0.061,2,0,0,1,0,1,15.92,21.82,2.93,26.45,12.7,115.5,1,0,1
2,0.059,3,0,0,1,1,1,13.0,40.74,3.97,22.33,17.21,24.5,1,1,2
2,0.074,4,1,1,1,2,1,14.0,0.0,2.84,25.11,11.76,24.5,1,1,2
3,0.074,1,0,0,0,1,0,33.68,0.0,0.68,7.84,11.45,24.5,0,0,0
3,0.059,6,0,0,0,1,0,24.63,0.0,0.58,4.81,7.29,24.5,0,0,0
2,0.059,2,0,0,1,0,1,12.0,75.0,3.57,29.0,14.17,24.5,1,1,2
0,0.074,4,1,1,0,2,1,10.0,0.0,-0.01,11.4,11.96,24.5,1,1,2
3,0.061,4,1,1,0,2,0,13.52,0.0,0.37,5.48,9.21,115.5,1,0,1
1,0.059,1,0,0,1,1,1,5.0,46.34,4.91,24.03,16.2,24.5,1,1,2
1,0.087,5,0,0,1,0,1,18.0,10.53,4.95,18.47,21.86,24.5,1,1,2
1,0.061,0,0,0,1,0,1,18.67,28.69,3.7,18.98,20.78,115.5,1,0,1
3,0.061,4,1,1,0,2,0,13.52,0.0,0.37,5.48,9.21,63.0,0,0,0
1,0.061,1,0,0,1,1,1,17.91,27.15,4.73,24.52,15.8,115.5,1,0,1
0,0.087,5,0,2,0,0,0,19.8,0.0,0.48,14.09,12.53,24.5,0,0,0
1,0.103,3,0,0,1,1,1,19.0,35.9,4.97,20.03,19.61,24.5,1,1,2
2,0.103,0,0,0,1,0,1,6.0,45.45,3.48,19.53,21.23,24.5,1,1,2
1,0.061,6,0,2,1,1,1,23.88,43.9,4.65,19.11,22.34,115.5,1,0,1
2,0.103,1,0,2,1,1,1,9.0,50.0,3.87,23.33,17.17,24.5,1,1,2
1,0.061,0,0,0,1,0,1,18.67,28.69,3.7,18.98,20.78,66.5,0,0,0
1,0.087,4,1,1,1,2,1,1.0,0.0,3.66,24.02,15.31,24.5,1,1,2
1,0.087,0,0,0,1,0,1,14.85,26.55,4.1,18.73,22.96,24.5,0,0,0
2,0.103,5,0,0,1,0,1,20.0,37.29,3.92,23.63,16.18,24.5,1,1,2
3,0.103,4,1,1,0,2,0,21.0,0.0,0.15,10.24,13.87,24.5,1,1,2
1,0.087,1,0,0,1,1,1,3.13,58.33,5.45,18.23,22.71,24.5,1,1,2
1,0.061,4,1,1,1,2,1,11.8,3.68,2.47,19.28,18.53,115.5,1,0,1
0,0.061,6,0,0,0,1,0,14.32,0.0,-0.04,13.53,12.65,59.5,0,0,0
3,0.087,3,0,0,0,1,0,73.0,0.0,0.81,6.11,10.77,24.5,1,1,2
2,0.061,0,0,0,1,0,0,17.5,18.94,2.48,24.52,12.11,115.5,1,0,1
0,0.087,0,0,0,0,0,0,20.69,0.0,-0.57,14.06,12.3,24.5,0,0,0
3,0.103,4,1,1,0,2,0,12.0,0.0,0.21,6.7,10.87,24.5,1,1,2
1,0.061,2,0,0,1,0,1,15.66,32.8,4.36,19.12,23.21,115.5,1,0,1
2,0.087,1,0,2,1,1,1,28.0,7.14,3.79,21.22,18.07,24.5,1,1,2
1,0.061,0,0,0,1,0,1,18.67,28.69,3.7,18.98,20.78,115.5,1,0,1
1,0.061,1,0,0,1,1,1,17.91,27.15,4.73,24.52,15.8,59.5,0,0,0
3,0.103,1,0,0,0,1,0,32.24,0.0,0.74,10.55,13.74,24.5,0,0,0
2,0.103,2,0,0,1,0,1,10.0,6.0,3.39,24.04,15.55,24.5,1,1,2
3,0.087,3,0,0,0,1,0,38.92,0.0,0.7,8.13,11.62,24.5,0,0,0
3,0.087,5,0,0,0,0,0,41.39,0.0,0.78,10.2,13.54,24.5,0,0,0
2,0.061,6,0,0,1,1,1,15.63,25.83,3.8,21.05,18.15,63.0,0,0,0
2,0.103,6,0,0,1,1,1,19.0,51.22,3.74,23.56,16.12,24.5,1,1,2
2,0.087,3,0,0,1,1,1,12.0,50.0,3.72,23.06,16.74,24.5,1,1,2
0,0.061,4,1,1,0,2,1,8.25,0.0,-0.2,10.78,11.85,66.5,0,0,0
1,0.086,2,0,0,1,0,1,15.0,31.43,4.67,18.25,24.54,24.5,1,1,2
2,0.061,4,1,1,1,2,1,12.4,5.19,2.59,26.46,11.24,59.5,0,0,0
2,0.061,5,0,0,1,0,1,29.94,33.73,3.92,27.32,15.07,115.5,1,0,1
0,0.087,0,0,0,0,0,0,20.69,0.0,-0.57,14.06,12.3,24.5,0,0,0
2,0.061,6,0,0,1,1,1,15.63,25.83,3.8,21.05,18.15,115.5,1,0,1
3,0.086,6,0,0,0,1,0,29.94,0.0,0.56,10.76,13.39,24.5,0,0,0
2,0.103,4,1,1,1,2,1,7.0,6.94,3.6,24.56,15.24,24.5,1,1,2
1,0.11,5,0,0,1,0,1,17.0,13.89,5.15,18.67,23.87,24.5,1,1,2
3,0.11,1,0,0,0,1,0,61.0,0.0,0.99,6.97,11.47,24.5,1,1,2
1,0.086,4,1,1,1,2,1,1.0,0.0,3.24,21.52,17.27,24.5,1,1,2
1,0.11,2,0,0,1,0,1,30.0,5.0,5.01,27.72,15.88,24.5,1,1,2
0,0.086,4,1,1,0,2,1,5.1,0.0,0.09,10.46,11.43,24.5,1,1,2
3,0.086,2,0,0,0,0,0,17.26,0.0,0.28,10.99,13.42,24.5,0,0,0
2,0.066,0,0,0,1,0,1,22.75,13.96,2.53,25.02,11.29,63.0,0,0,0
3,0.086,5,0,0,0,0,0,52.0,0.0,0.9,10.47,14.52,24.5,1,1,2
