Species,Light_ISF,Soil,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Time,Event,Harvest,Alive
3,0.086,5,0,0,0,0,0,35.87,0.0,0.72,10.36,13.55,24.5,0,0,0
1,0.082,5,0,0,1,0,1,27.5,20.17,4.84,17.84,21.92,115.5,1,0,1
2,0.086,1,0,2,1,1,1,17.0,31.25,3.8,21.03,18.26,24.5,1,1,2
0,0.086,3,0,0,0,1,0,15.37,0.0,-0.03,13.92,12.05,24.5,0,0,0
1,0.1,1,0,0,1,1,1,11.18,41.63,5.24,21.72,17.86,115.5,1,0,1
1,0.082,2,0,0,1,0,1,16.76,20.22,4.48,17.56,23.24,115.5,1,0,1
3,0.098,2,0,0,0,0,0,19.52,0.0,0.35,9.6,11.9,24.5,0,0,0
2,0.082,0,0,0,1,0,1,20.73,12.61,2.58,24.61,11.98,115.5,1,0,1
3,0.098,4,1,1,0,2,0,0.0,0.0,0.07,4.95,9.48,24.5,1,1,2
1,0.098,4,1,1,1,2,1,12.0,20.0,3.72,19.39,19.64,24.5,1,1,2
0,0.098,2,0,0,0,0,0,16.32,0.0,-0.05,13.42,12.12,24.5,0,0,0
0,0.098,4,1,1,0,2,1,7.0,0.0,0.1,11.7,11.99,24.5,1,1,2
0,0.098,6,0,0,0,1,0,14.56,0.0,0.05,14.23,12.65,24.5,0,0,0
0,0.098,6,0,0,0,1,0,14.56,0.0,0.05,14.23,12.65,24.5,0,0,0
1,0.1,2,0,0,1,0,1,12.86,22.31,4.67,17.64,23.98,115.5,1,0,1
0,0.1,4,1,1,0,2,1,7.0,0.0,0.08,12.48,12.24,66.5,0,0,0
1,0.1,6,0,2,1,1,1,15.82,35.47,4.97,23.32,16.81,73.5,0,0,0
1,0.086,2,0,0,1,0,1,0.0,11.76,4.51,26.25,14.48,24.5,1,1,2
2,0.086,4,1,1,1,2,1,5.0,4.0,3.4,25.05,14.59,24.5,1,1,2
2,0.082,2,0,0,1,0,1,17.88,30.35,3.55,26.87,14.48,115.5,1,0,1
2,0.098,1,0,2,1,1,1,72.0,1.59,3.86,28.11,15.44,24.5,1,1,2
2,0.08,6,0,0,1,1,1,21.82,23.43,3.78,23.36,16.67,115.5,1,0,1
1,0.08,2,0,0,1,0,1,15.95,20.2,4.48,17.42,23.36,115.5,1,0,1
2,0.08,0,0,0,1,0,1,22.83,14.38,2.55,24.77,11.85,115.5,1,0,1
2,0.08,1,0,2,1,1,1,18.22,6.04,2.6,25.01,11.7,115.5,1,0,1
3,0.086,6,0,0,0,1,0,29.94,0.0,0.56,10.76,13.39,24.5,0,0,0
2,0.098,0,0,0,1,0,1,41.0,31.43,3.33,24.86,14.96,24.5,1,1,2
0,0.103,2,0,0,0,0,0,14.91,0.0,-0.15,13.51,12.15,63.0,0,0,0
3,0.086,2,0,0,0,0,0,17.26,0.0,0.28,10.99,13.42,24.5,0,0,0
2,0.103,1,0,2,1,1,1,19.39,42.58,3.68,26.01,14.74,73.5,0,0,0
0,0.077,5,0,2,0,0,0,22.36,0.0,0.3,13.4,11.79,24.5,0,0,0
3,0.098,5,0,0,0,0,0,39.62,0.0,0.66,10.16,13.38,24.5,0,0,0
2,0.091,6,0,0,1,1,1,9.0,21.57,3.74,19.47,19.99,24.5,1,1,2
1,0.08,3,0,0,1,1,1,15.97,20.2,4.82,18.18,21.73,115.5,1,0,1
1,0.103,1,0,0,1,1,1,10.58,42.14,5.25,22.16,17.68,115.5,1,0,1
0,0.103,2,0,0,0,0,0,14.91,0.0,-0.15,13.51,12.15,24.5,0,0,0
3,0.103,0,0,2,0,0,0,24.43,0.0,0.17,10.4,14.0,24.5,0,0,0
1,0.103,4,1,1,1,2,1,8.0,0.0,3.88,24.07,15.67,24.5,1,1,2
0,0.091,6,0,0,0,1,0,14.84,0.0,0.03,14.25,12.72,24.5,0,0,0
2,0.103,3,0,0,1,1,1,17.0,27.0,3.58,20.32,18.43,24.5,1,1,2
1,0.103,3,0,0,1,1,1,20.82,31.32,4.96,18.89,22.79,115.5,1,0,1
0,0.103,2,0,0,0,0,0,14.91,0.0,-0.15,13.51,12.15,24.5,0,0,0
0,0.091,1,0,0,0,1,0,13.47,0.0,0.17,14.14,12.12,24.5,0,0,0
1,0.08,0,0,0,1,0,1,17.08,18.25,3.85,18.1,20.73,115.5,1,0,1
1,0.091,4,1,1,1,2,1,3.0,0.0,3.33,17.83,21.32,24.5,1,1,2
2,0.103,6,0,0,1,1,1,26.0,3.64,3.7,17.59,21.32,24.5,1,1,2
1,0.08,3,0,0,1,1,1,15.97,20.2,4.82,18.18,21.73,115.5,1,0,1
1,0.103,2,0,0,1,0,1,8.0,0.0,4.59,17.58,27.95,24.5,1,1,2
3,0.103,4,1,1,0,2,0,11.12,0.0,0.08,7.77,11.71,24.5,0,0,0
0,0.091,1,0,0,0,1,0,13.47,0.0,0.17,14.14,12.12,24.5,0,0,0
3,0.103,5,0,0,0,0,0,41.12,0.0,0.78,10.16,13.45,24.5,0,0,0
0,0.091,1,0,0,0,1,0,13.47,0.0,0.17,14.14,12.12,24.5,0,0,0
1,0.103,5,0,0,1,0,0,10.0,52.94,5.16,22.73,17.47,24.5,1,1,2
0,0.091,5,0,2,0,0,0,20.57,0.0,0.47,14.19,12.4,24.5,0,0,0
3,0.091,3,0,0,0,1,0,36.76,0.0,0.59,9.57,11.67,24.5,0,0,0
0,0.103,3,0,0,0,1,0,14.82,0.0,-0.1,13.59,12.2,24.5,0,0,0
2,0.103,3,0,0,1,1,1,17.0,12.0,2.79,26.38,10.07,24.5,1,1,2
3,0.091,4,1,1,0,2,0,3.0,0.0,0.15,6.79,11.07,24.5,1,1,2
1,0.091,4,1,1,1,2,1,4.0,5.77,3.6,23.7,15.84,24.5,1,1,2
2,0.091,5,0,0,1,0,1,31.0,27.78,3.83,23.15,17.19,24.5,1,1,2
3,0.103,6,0,0,0,1,0,32.23,0.0,0.69,10.49,13.59,24.5,0,0,0
2,0.103,2,0,0,1,0,1,14.0,0.0,3.26,25.58,13.52,24.5,1,1,2
2,0.065,0,0,0,1,0,1,69.0,21.05,2.86,26.07,11.15,24.5,1,1,2
0,0.065,6,0,0,0,1,0,14.8,0.0,0.04,13.73,12.43,24.5,0,0,0
2,0.087,5,0,0,1,0,1,11.0,16.92,4.04,28.72,14.94,24.5,1,1,2
0,0.065,3,0,0,0,1,0,12.82,0.0,-0.22,10.84,11.34,24.5,0,0,0
2,0.065,6,0,0,1,1,1,26.0,66.67,3.39,28.23,13.51,24.5,1,1,2
3,0.087,2,0,0,0,0,0,16.18,0.0,0.35,10.85,13.69,24.5,0,0,0
2,0.103,3,0,0,1,1,1,18.41,29.53,3.65,20.03,19.13,115.5,1,0,1
2,0.103,6,0,0,1,1,1,20.65,20.28,3.81,21.17,17.99,115.5,1,0,1
1,0.103,0,0,0,1,0,1,16.66,30.65,4.15,19.02,23.35,115.5,1,0,1
1,0.087,1,0,0,1,1,1,33.0,33.33,5.45,20.68,19.26,24.5,1,1,2
3,0.065,4,1,1,0,2,0,12.92,0.0,0.33,5.33,8.44,24.5,0,0,0
1,0.08,2,0,0,1,0,1,15.95,20.2,4.48,17.42,23.36,115.5,1,0,1
3,0.065,4,1,1,0,2,0,7.0,0.0,0.62,6.84,10.46,24.5,1,1,2
1,0.087,0,0,0,1,0,0,7.0,7.89,4.21,23.12,16.91,24.5,1,1,2
3,0.087,6,0,0,0,1,0,28.46,0.0,0.65,10.38,13.66,24.5,0,0,0
2,0.103,4,1,1,1,2,1,8.99,6.46,3.56,24.16,15.82,115.5,1,0,1
1,0.087,2,0,0,1,0,1,6.0,50.0,4.78,25.6,15.37,24.5,1,1,2
3,0.087,4,1,1,0,2,0,8.73,0.0,0.06,7.69,11.93,24.5,0,0,0
0,0.087,5,0,2,0,0,0,22.0,0.0,0.72,14.98,12.64,24.5,1,1,2
0,0.065,2,0,0,0,0,0,18.76,0.0,-0.15,10.73,10.95,24.5,0,0,0
3,0.087,1,0,0,0,1,0,36.65,0.0,0.71,10.43,13.72,24.5,0,0,0
3,0.065,1,0,0,0,1,0,32.61,0.0,0.71,8.13,11.57,24.5,0,0,0
2,0.103,3,0,0,1,1,1,18.41,29.53,3.65,20.03,19.13,73.5,0,0,0
1,0.065,1,0,0,1,1,1,61.0,87.5,5.22,18.68,22.47,24.5,1,1,2
3,0.065,0,0,2,0,0,0,33.79,0.0,0.39,5.24,6.88,24.5,0,0,0
3,0.087,4,1,1,0,2,0,11.0,0.0,0.18,10.26,14.72,24.5,1,1,2
1,0.065,6,0,2,1,1,1,20.0,53.7,5.02,21.97,17.64,24.5,1,1,2
3,0.091,2,0,0,0,0,0,17.5,0.0,0.32,10.68,13.63,24.5,0,0,0
2,0.087,2,0,0,1,0,1,12.0,17.86,3.5,27.22,14.17,24.5,1,1,2
1,0.08,5,0,0,1,0,1,27.91,10.3,4.75,17.41,22.62,115.5,1,0,1
0,0.092,4,1,1,0,2,1,5.0,0.0,0.06,12.49,12.29,24.5,1,1,2
3,0.092,5,0,0,0,0,0,40.28,0.0,0.79,10.12,13.45,24.5,0,0,0
2,0.09,6,0,0,1,1,1,17.0,71.43,3.69,25.85,14.76,24.5,1,1,2
0,0.09,4,1,1,0,2,1,0.0,0.0,0.17,13.54,12.54,24.5,1,1,2
2,0.092,0,0,0,1,0,1,32.0,10.94,3.4,19.56,20.3,24.5,1,1,2
2,0.092,3,0,0,1,1,1,19.0,27.42,3.79,21.2,17.75,24.5,1,1,2
0,0.09,2,0,0,0,0,0,16.88,0.0,-0.04,13.74,12.23,24.5,0,0,0
2,0.103,0,0,0,1,0,1,21.68,34.26,3.34,23.29,16.19,115.5,1,0,1
1,0.09,3,0,0,1,1,1,15.0,16.67,5.03,18.52,21.82,24.5,1,1,2
2,0.092,1,0,2,1,1,1,10.0,19.23,2.55,25.48,11.71,24.5,1,1,2
1,0.082,0,0,0,1,0,1,15.9,21.17,3.93,18.27,20.93,115.5,1,0,1
2,0.09,1,0,2,1,1,1,15.0,13.64,3.83,23.01,16.92,24.5,1,1,2
0,0.092,2,0,0,0,0,0,16.67,0.0,-0.03,13.71,12.17,24.5,0,0,0
1,0.082,2,0,0,1,0,1,16.76,20.22,4.48,17.56,23.24,115.5,1,0,1
0,0.092,3,0,0,0,1,0,14.66,0.0,-0.1,13.71,12.17,24.5,0,0,0
1,0.092,0,0,0,1,0,1,9.0,41.38,4.06,20.14,19.93,24.5,1,1,2
3,0.092,1,0,0,0,1,0,40.63,0.0,0.75,10.37,13.64,24.5,0,0,0
0,0.09,5,0,2,0,0,0,17.85,0.0,0.44,13.57,12.42,24.5,0,0,0
1,0.087,2,0,0,1,0,1,14.09,23.18,4.64,17.68,23.52,115.5,1,0,1
1,0.087,4,1,1,1,2,1,5.29,4.78,3.3,18.95,20.18,80.5,0,0,0
0,0.09,0,0,0,0,0,0,21.41,0.0,-0.61,14.01,12.25,24.5,0,0,0
2,0.09,0,0,0,1,0,1,22.0,23.53,2.55,26.24,11.77,24.5,1,1,2
0,0.092,1,0,0,0,1,0,14.46,0.0,0.19,14.11,12.06,24.5,0,0,0
0,0.09,6,0,0,0,1,0,14.66,0.0,0.01,14.29,12.76,24.5,0,0,0
3,0.092,4,1,1,0,2,0,9.96,0.0,0.05,7.67,11.78,24.5,0,0,0
3,0.092,3,0,0,0,1,0,36.26,0.0,0.59,9.61,11.88,24.5,0,0,0
2,0.09,2,0,0,1,0,1,14.0,25.0,3.0,26.7,12.48,24.5,1,1,2
2,0.092,5,0,0,1,0,1,53.0,3.0,4.0,22.32,17.74,24.5,1,1,2
1,0.087,6,0,2,1,1,1,20.78,31.43,4.97,19.29,21.0,115.5,1,0,1
2,0.082,3,0,0,1,1,1,19.2,29.08,3.72,20.64,18.29,115.5,1,0,1
1,0.082,4,1,1,1,2,1,0.72,0.69,2.87,19.49,17.79,63.0,0,0,0
2,0.092,4,1,1,1,2,1,3.0,0.0,3.55,23.76,15.78,24.5,1,1,2
3,0.082,6,0,0,0,1,0,25.27,0.0,0.62,9.43,11.94,115.5,1,0,1
2,0.09,2,0,0,1,0,1,0.0,0.0,3.48,23.26,16.22,24.5,1,1,2
3,0.092,4,1,1,0,2,0,9.96,0.0,0.05,7.67,11.78,24.5,0,0,0
2,0.09,5,0,0,1,0,1,35.0,19.61,2.7,27.19,9.48,24.5,1,1,2
1,0.078,0,0,0,1,0,1,35.0,25.0,3.49,20.94,17.33,24.5,1,1,2
2,0.078,5,0,0,1,0,1,42.0,75.68,3.7,26.31,14.99,24.5,1,1,2
1,0.087,1,0,0,1,1,1,21.02,35.22,5.31,20.46,19.21,115.5,1,0,1
3,0.087,2,0,0,0,0,0,16.18,0.0,0.35,10.85,13.69,115.5,1,0,1
2,0.082,4,1,1,1,2,1,4.09,7.25,3.3,24.98,14.45,115.5,1,0,1
0,0.078,0,0,0,0,0,0,46.0,0.0,-0.29,12.91,12.21,24.5,1,1,2
1,0.078,4,1,1,1,2,1,0.0,0.0,2.74,20.45,17.36,24.5,1,1,2
2,0.082,1,0,2,1,1,1,19.0,0.0,2.63,26.62,11.1,24.5,1,1,2
2,0.082,6,0,0,1,1,1,23.0,42.86,3.78,22.48,17.28,24.5,1,1,2
1,0.082,6,0,2,1,1,1,10.81,55.56,4.76,25.06,15.26,24.5,1,1,2
3,0.082,5,0,0,0,0,0,44.69,0.0,0.69,10.07,13.0,24.5,0,0,0
2,0.087,6,0,0,1,1,1,19.95,20.02,3.84,21.14,17.91,115.5,1,0,1
2,0.082,6,0,0,1,1,1,49.0,4.0,3.57,19.77,19.46,24.5,1,1,2
0,0.082,5,0,2,0,0,0,9.0,0.0,-0.09,14.35,13.02,24.5,1,1,2
2,0.078,3,0,0,1,1,1,17.0,26.87,3.48,22.84,16.15,24.5,1,1,2
3,0.087,1,0,0,0,1,0,36.65,0.0,0.71,10.43,13.72,115.5,1,0,1
2,0.078,5,0,0,1,0,1,22.0,71.43,3.86,26.84,14.92,24.5,1,1,2
0,0.082,2,0,0,0,0,0,19.14,0.0,-0.09,13.75,12.02,24.5,0,0,0
2,0.082,1,0,2,1,1,1,18.0,10.34,2.92,23.94,13.55,24.5,1,1,2
3,0.078,4,1,1,0,2,0,10.0,0.0,0.2,7.27,11.4,24.5,1,1,2
1,0.078,5,0,0,1,0,1,14.1,28.95,4.71,21.11,18.02,24.5,0,0,0
3,0.082,4,1,1,0,2,0,10.0,0.0,0.0,7.01,11.49,24.5,1,1,2
3,0.075,4,1,1,0,2,0,12.0,0.0,0.09,4.81,8.28,24.5,1,1,2
2,0.079,4,1,1,1,2,1,42.0,13.04,3.09,25.74,12.28,24.5,1,1,2
2,0.075,2,0,0,1,0,1,11.0,62.79,3.19,32.77,12.4,24.5,1,1,2
0,0.079,4,1,1,0,2,0,0.0,0.0,-0.17,9.43,9.83,24.5,1,1,2
0,0.08,3,0,0,0,1,0,14.0,0.0,-0.29,13.54,12.09,24.5,1,1,2
2,0.079,2,0,0,1,0,1,19.0,18.03,3.55,24.07,15.93,24.5,1,1,2
3,0.079,0,0,2,0,0,0,34.48,0.0,0.5,7.95,11.53,24.5,0,0,0
3,0.079,1,0,0,0,1,0,32.91,0.0,0.69,8.91,11.73,24.5,0,0,0
2,0.082,4,1,1,1,2,1,4.09,7.25,3.3,24.98,14.45,73.5,0,0,0
1,0.082,3,0,0,1,1,1,16.39,15.84,4.82,17.99,21.76,115.5,1,0,1
1,0.08,2,0,0,1,0,1,18.0,29.27,4.3,28.15,14.62,24.5,1,1,2
2,0.079,4,1,1,1,2,0,4.0,24.0,3.19,25.24,13.29,24.5,1,1,2
1,0.079,2,0,0,1,0,1,4.0,55.0,4.29,19.3,21.17,24.5,1,1,2
1,0.079,5,0,0,1,0,1,37.0,6.45,4.82,16.13,22.38,24.5,1,1,2
1,0.08,3,0,0,1,1,1,31.0,15.38,4.62,14.29,21.23,24.5,1,1,2
3,0.08,2,0,0,0,0,0,32.34,0.0,0.37,8.48,11.26,24.5,0,0,0
2,0.087,5,0,0,1,0,1,24.29,49.33,3.8,26.9,14.77,115.5,1,0,1
1,0.079,3,0,0,1,1,1,22.0,68.42,4.36,26.26,13.81,24.5,1,1,2
3,0.079,4,1,1,0,2,0,10.44,0.0,0.07,7.15,11.6,24.5,0,0,0
0,0.08,2,0,0,0,0,0,20.29,0.0,-0.11,13.76,11.95,24.5,0,0,0
1,0.08,4,1,1,1,2,1,0.0,0.0,2.79,21.13,16.78,24.5,1,1,2
2,0.079,0,0,0,1,0,1,8.0,56.6,3.34,19.95,19.46,24.5,1,1,2
0,0.079,6,0,0,0,1,0,14.89,0.0,-0.03,14.04,12.55,24.5,0,0,0
2,0.079,3,0,0,1,1,1,12.0,35.71,3.59,27.19,14.12,24.5,1,1,2
2,0.079,3,0,0,1,1,1,9.0,16.0,3.72,24.53,15.33,24.5,1,1,2
1,0.079,1,0,0,1,1,1,37.0,50.0,4.84,19.88,19.79,24.5,1,1,2
0,0.08,3,0,0,0,1,0,15.42,0.0,-0.21,13.91,12.19,24.5,0,0,0
2,0.087,5,0,0,1,0,1,24.29,49.33,3.8,26.9,14.77,115.5,1,0,1
0,0.078,5,0,2,0,0,0,20.04,0.0,0.26,14.45,11.93,63.0,0,0,0
0,0.08,6,0,0,0,1,0,12.57,0.0,-0.1,13.73,12.47,24.5,0,0,0
0,0.061,5,0,2,0,0,0,0.0,0.0,-0.31,13.72,13.44,24.5,1,1,2
3,0.061,2,0,0,0,0,0,23.28,0.0,0.29,5.16,6.68,24.5,0,0,0
3,0.061,1,0,0,0,1,0,24.0,0.0,0.78,5.94,10.46,24.5,1,1,2
3,0.061,6,0,0,0,1,0,31.0,0.0,0.54,5.19,7.53,24.5,1,1,2
1,0.079,0,0,0,1,0,0,16.96,24.56,3.8,19.04,20.31,115.5,1,0,1
0,0.061,1,0,0,0,1,0,12.84,0.0,-0.02,11.13,11.41,24.5,0,0,0
1,0.061,4,1,1,1,2,1,23.0,0.0,2.39,20.81,17.59,24.5,1,1,2
0,0.079,2,0,0,0,0,0,18.85,0.0,-0.09,13.46,11.69,63.0,0,0,0
3,0.078,2,0,0,0,0,0,31.87,0.0,0.35,7.92,11.1,59.5,0,0,0
0,0.078,3,0,0,0,1,0,15.86,0.0,-0.2,13.81,11.98,63.0,0,0,0
1,0.078,1,0,0,1,1,1,24.39,43.76,4.9,20.21,20.12,115.5,1,0,1
3,0.061,2,0,0,0,0,0,62.0,0.0,0.57,6.66,10.45,24.5,1,1,2
0,0.061,3,0,0,0,1,0,14.0,0.0,-0.2,13.73,12.33,24.5,1,1,2
0,0.079,6,0,0,0,1,0,14.89,0.0,-0.03,14.04,12.55,59.5,0,0,0
0,0.078,1,0,0,0,1,0,14.75,0.0,0.09,11.47,11.43,59.5,0,0,0
1,0.061,1,0,0,1,1,1,10.99,26.67,3.51,25.28,13.11,24.5,1,1,2
0,0.079,1,0,0,0,1,0,13.53,0.0,0.0,11.14,11.39,59.5,0,0,0
1,0.061,4,1,1,1,2,1,16.0,0.0,2.92,21.99,17.03,24.5,1,1,2
1,0.079,2,0,0,1,0,1,16.37,18.96,4.45,17.08,23.19,115.5,1,0,1
2,0.061,1,0,2,1,1,1,19.0,6.15,2.12,26.65,10.9,24.5,1,1,2
1,0.061,5,0,0,1,0,1,5.0,50.0,3.41,25.61,11.34,24.5,1,1,2
1,0.079,4,1,1,1,2,1,3.12,3.41,2.88,18.94,18.48,80.5,0,0,0
0,0.061,2,0,0,0,0,0,16.5,0.0,-0.3,10.67,11.37,24.5,0,0,0
3,0.061,3,0,0,0,1,0,34.64,0.0,0.51,5.38,6.91,24.5,0,0,0
2,0.061,6,0,0,1,1,1,15.0,27.78,3.76,19.63,19.96,24.5,1,1,2
0,0.078,4,1,1,0,2,1,7.0,0.0,-0.04,12.11,12.34,80.5,0,0,0
3,0.061,1,0,0,0,1,0,40.0,0.0,0.54,10.44,13.19,24.5,1,1,2
1,0.061,6,0,2,1,1,1,24.0,48.39,4.65,20.73,18.62,24.5,1,1,2
0,0.079,2,0,0,0,0,0,18.85,0.0,-0.09,13.46,11.69,63.0,0,0,0
0,0.079,5,0,2,0,0,0,19.56,0.0,0.26,14.14,11.89,63.0,0,0,0
1,0.078,4,1,1,1,2,1,1.12,0.0,2.89,19.59,18.0,80.5,0,0,0
1,0.061,3,0,0,1,1,1,34.15,34.29,4.5,21.43,17.8,24.5,1,1,2
2,0.079,0,0,0,1,0,1,18.09,31.83,3.14,26.05,12.98,115.5,1,0,1
0,0.079,2,0,0,0,0,0,18.85,0.0,-0.09,13.46,11.69,63.0,0,0,0
3,0.061,4,1,1,0,2,0,13.52,0.0,0.37,5.48,9.21,24.5,0,0,0
2,0.061,4,1,1,1,2,1,7.0,3.13,2.66,29.05,9.93,24.5,1,1,2
0,0.078,2,0,0,0,0,0,20.19,0.0,-0.06,13.73,11.64,63.0,0,0,0
2,0.061,4,1,1,1,2,1,31.0,1.64,3.07,29.12,11.58,24.5,1,1,2
3,0.078,4,1,1,0,2,0,13.33,0.0,0.23,5.08,8.93,59.5,0,0,0
2,0.061,6,0,0,1,1,1,12.0,5.0,3.8,22.54,16.83,24.5,1,1,2
2,0.079,2,0,0,1,0,1,22.21,27.75,3.49,26.75,13.64,115.5,1,0,1
1,0.061,5,0,0,1,0,1,31.0,4.76,4.63,17.86,24.65,24.5,1,1,2
2,0.061,5,0,0,1,0,1,74.0,17.65,3.89,23.64,16.51,24.5,1,1,2
1,0.061,5,0,0,1,0,1,26.67,19.23,4.71,17.18,22.65,24.5,1,1,2
0,0.061,0,0,0,0,0,0,18.89,0.0,-0.69,13.64,12.17,24.5,0,0,0
0,0.078,2,0,0,0,0,0,20.19,0.0,-0.06,13.73,11.64,63.0,0,0,0
1,0.079,1,0,0,1,1,1,26.6,44.22,4.88,20.04,20.29,115.5,1,0,1
0,0.079,1,0,0,0,1,0,13.53,0.0,0.0,11.14,11.39,59.5,0,0,0
0,0.061,4,1,1,0,2,1,2.0,0.0,-0.39,12.06,20.0,24.5,1,1,2
1,0.079,5,0,0,1,0,1,26.86,11.6,4.74,17.42,22.5,73.5,0,0,0
0,0.066,1,0,0,0,1,0,12.86,0.0,-0.02,11.17,11.24,24.5,0,0,0
2,0.078,2,0,0,1,0,1,18.21,26.39,3.43,26.87,13.68,115.5,1,0,1
1,0.079,3,0,0,1,1,0,16.5,20.41,4.8,18.2,21.76,115.5,1,0,1
1,0.066,4,1,1,1,2,1,17.0,5.26,2.95,18.6,20.58,24.5,1,1,2
2,0.078,0,0,0,1,0,1,18.4,34.78,3.14,26.31,12.9,115.5,1,0,1
1,0.063,1,0,0,1,1,1,18.0,35.06,4.87,19.51,20.23,24.5,1,1,2
2,0.066,0,0,0,1,0,0,7.0,2.5,2.53,29.08,9.48,24.5,1,1,2
0,0.063,5,0,2,0,0,0,14.78,0.0,-0.13,10.82,11.64,24.5,0,0,0
3,0.066,2,0,0,0,0,0,23.18,0.0,0.3,5.13,6.8,24.5,0,0,0
1,0.063,2,0,0,1,0,1,28.0,0.0,4.43,23.56,16.3,24.5,1,1,2
2,0.071,1,0,2,1,1,1,14.38,33.76,2.99,26.2,12.92,115.5,1,0,1
0,0.066,6,0,0,0,1,0,14.3,0.0,-0.09,13.65,12.5,24.5,0,0,0
1,0.079,2,0,0,1,0,1,16.37,18.96,4.45,17.08,23.19,115.5,1,0,1
3,0.066,5,0,0,0,0,0,38.77,0.0,0.7,6.94,11.21,24.5,0,0,0
1,0.063,2,0,0,1,0,1,26.0,35.71,4.41,26.66,14.39,24.5,1,1,2
0,0.063,3,0,0,0,1,0,12.47,0.0,-0.22,10.62,11.38,24.5,0,0,0
1,0.078,3,0,0,1,1,1,17.49,23.82,4.75,18.57,22.08,115.5,1,0,1
0,0.078,3,0,0,0,1,0,15.86,0.0,-0.2,13.81,11.98,63.0,0,0,0
0,0.071,6,0,0,0,1,0,14.95,0.0,0.04,13.79,12.31,59.5,0,0,0
3,0.071,2,0,0,0,0,0,22.82,0.0,0.3,5.1,6.86,59.5,0,0,0
3,0.079,4,1,1,0,2,0,10.44,0.0,0.07,7.15,11.6,59.5,0,0,0
2,0.079,5,0,0,1,0,1,20.14,49.09,3.79,26.91,14.62,115.5,1,0,1
1,0.066,6,0,2,1,1,1,14.0,43.1,3.52,25.93,10.1,24.5,1,1,2
0,0.063,4,1,1,0,2,1,2.0,0.0,-0.17,11.37,11.69,24.5,1,1,2
3,0.063,4,1,1,0,2,0,24.0,0.0,0.32,4.45,7.0,24.5,1,1,2
1,0.076,4,1,1,1,2,1,3.2,1.96,2.84,19.45,17.94,80.5,0,0,0
1,0.066,3,0,0,1,1,1,26.0,46.77,4.52,21.77,17.79,24.5,1,1,2
1,0.063,3,0,0,1,1,1,4.0,77.78,4.52,21.31,18.25,24.5,1,1,2
2,0.073,4,1,1,1,2,1,10.34,4.8,2.71,26.16,11.4,115.5,1,0,1
3,0.066,0,0,2,0,0,0,32.37,0.0,0.37,5.35,7.05,24.5,0,0,0
2,0.063,3,0,0,1,1,1,15.0,33.33,3.69,20.13,18.89,24.5,1,1,2
2,0.071,6,0,0,1,1,1,14.97,31.03,3.72,20.72,18.53,115.5,1,0,1
3,0.063,0,0,2,0,0,0,32.18,0.0,0.39,5.18,6.74,24.5,0,0,0
2,0.073,4,1,1,1,2,1,10.34,4.8,2.71,26.16,11.4,73.5,0,0,0
2,0.076,4,1,1,1,2,1,12.51,3.48,2.77,25.43,11.4,115.5,1,0,1
2,0.066,5,0,0,1,0,1,15.0,4.76,2.68,27.57,10.64,24.5,1,1,2
3,0.076,2,0,0,0,0,0,21.74,0.0,0.32,5.1,6.85,59.5,0,0,0
3,0.066,3,0,0,0,1,0,45.0,0.0,0.65,8.08,11.71,24.5,1,1,2
0,0.073,5,0,2,0,0,0,13.75,0.0,-0.09,10.94,11.53,63.0,0,0,0
0,0.077,5,0,2,0,0,0,22.36,0.0,0.3,13.4,11.79,24.5,0,0,0
1,0.076,1,0,0,1,1,1,15.53,37.83,4.83,21.07,18.06,115.5,1,0,1
1,0.076,2,0,0,1,0,1,16.26,29.55,4.42,18.59,22.69,70.0,0,0,0
1,0.077,6,0,2,1,1,1,9.0,18.18,4.98,21.17,18.05,24.5,1,1,2
1,0.073,3,0,0,1,1,1,18.88,43.68,4.61,21.36,18.14,115.5,1,0,1
2,0.077,4,1,1,1,2,1,15.0,0.0,2.83,25.71,11.33,24.5,1,1,2
1,0.065,5,0,0,1,0,1,23.0,35.0,4.91,26.98,15.02,24.5,1,1,2
1,0.077,3,0,0,1,1,0,5.0,14.29,4.82,19.13,21.9,24.5,1,1,2
1,0.065,6,0,2,1,1,1,9.0,22.73,4.85,20.68,18.87,24.5,1,1,2
2,0.077,0,0,0,1,0,1,17.0,80.0,3.44,20.09,20.18,24.5,1,1,2
2,0.077,1,0,2,1,1,1,10.0,27.27,2.41,27.62,6.05,24.5,1,1,2
1,0.073,0,0,0,1,0,1,18.85,38.42,3.78,19.23,20.26,115.5,1,0,1
0,0.077,4,1,1,0,2,1,9.0,0.0,-0.04,12.65,13.29,24.5,1,1,2
1,0.065,5,0,0,1,0,1,15.0,35.71,3.71,25.81,13.15,24.5,1,1,2
1,0.077,1,0,0,1,1,1,0.0,42.86,5.18,22.84,16.92,24.5,1,1,2
3,0.077,1,0,0,0,1,0,32.39,0.0,0.73,7.75,11.34,24.5,0,0,0
0,0.077,5,0,2,0,0,0,20.0,0.0,0.28,16.82,12.58,24.5,1,1,2
0,0.073,6,0,0,0,1,0,15.06,0.0,-0.04,13.53,12.37,59.5,0,0,0
1,0.077,2,0,0,1,0,1,15.0,20.0,4.5,17.45,23.27,24.5,1,1,2
3,0.071,4,1,1,0,2,0,5.0,0.0,0.27,5.45,8.46,24.5,1,1,2
